face_index,centroid_x,centroid_y,centroid_z,normal_x,normal_y,normal_z
309,1.885987,1.748997,4.803100,-0.288981,-0.948949,0.126436
310,1.651287,1.564407,4.871297,0.889747,-0.069509,0.451130
311,2.241433,0.257729,3.261377,-0.641489,0.764052,0.068675
312,0.753308,-0.064766,1.454090,-0.957726,-0.010452,-0.287491
313,-0.754546,0.560854,4.644187,0.050631,0.869821,0.490763
314,-0.759607,0.556530,4.644230,-0.862172,0.089907,0.498575
315,-0.754805,0.556038,4.644607,0.641246,-0.748814,0.167574
316,-0.756726,0.558249,4.640887,0.068686,-0.090344,-0.993539
317,-0.863357,1.440780,4.643617,0.955840,-0.282750,0.080139
318,1.143470,2.051420,4.826407,0.821057,0.557979,0.120521
319,-0.763939,-0.083411,1.350423,0.358839,-0.212051,0.908993
320,0.750780,-0.056128,1.652793,-0.234554,0.489976,-0.839588
321,1.915857,1.762087,4.797143,-0.233402,0.742626,-0.627718
322,1.913163,1.759873,4.801370,0.032163,-0.004581,0.999472
323,1.750847,0.823992,2.890513,0.816316,0.516364,0.258836
324,1.087987,2.690787,4.811380,0.405281,0.274951,0.871866
325,1.083083,2.696490,4.807630,0.245502,0.047247,-0.968244
326,2.631103,1.827117,4.838757,-0.299529,-0.946748,-0.118112
327,2.233380,0.648287,3.243437,0.052299,-0.988933,0.138840
328,1.650640,0.348937,2.889363,0.772331,0.617905,-0.147303
329,-1.369020,0.020686,4.593400,-0.817254,-0.567751,-0.098766
330,-0.661062,-0.072759,1.538467,0.002074,0.559035,-0.829141
331,0.118112,0.534431,4.337140,-0.011399,0.922638,0.385499
332,-0.520798,-0.019701,4.618383,-0.546280,-0.419235,0.725134
333,-0.519758,-0.013811,4.616377,-0.311374,0.910433,0.272321
334,-0.520644,-0.018106,4.613227,-0.359856,-0.243343,-0.900715
335,-0.516874,-0.017731,4.616283,0.982778,-0.182786,-0.027131
336,-0.864564,0.163462,4.641367,0.047799,0.820155,0.570141
337,0.162550,0.310418,3.507523,-0.081628,0.414512,0.906376
338,0.166014,0.309885,3.503493,0.726562,0.415282,-0.547402
339,0.159713,0.309533,3.503087,-0.691775,0.336101,-0.639127
340,0.162954,0.306236,3.504887,0.044106,-0.984773,0.168159
341,-0.244324,0.606624,4.674650,-0.631661,0.773555,0.051161
342,-0.239318,0.605515,4.675033,0.878496,0.447097,0.168374
343,0.716526,2.204767,4.701057,-0.009004,0.590884,-0.806706
344,0.087998,1.435790,4.228183,-0.701740,0.616258,-0.357472
345,0.089164,1.431180,4.229943,-0.244594,-0.600619,0.761203
346,0.956418,-0.058389,1.436060,0.334592,0.848370,-0.410265
347,1.853143,0.053920,2.905057,0.960465,0.275634,0.039147
348,1.201510,-0.041448,2.399410,0.667534,-0.510731,-0.541805
349,0.539676,2.032957,4.693143,-0.087129,-0.131760,0.987445
350,-1.658423,2.045270,4.541420,0.376947,-0.888316,-0.262308
351,-1.664633,2.337960,4.535310,-0.746365,-0.643164,-0.171115
352,1.343933,1.769437,4.832477,-0.777598,-0.625186,0.066961
353,1.757793,1.652850,4.781183,0.987859,-0.038004,-0.150631
354,0.903647,-0.067860,1.292650,-0.364816,-0.100472,-0.925643
355,-1.714323,2.540777,4.527380,0.774752,0.256704,0.577808
356,-1.570870,2.435187,4.562417,-0.272385,0.953632,-0.128033
357,-3.083140,2.556867,4.439473,0.702897,-0.558599,-0.440344
358,-3.084683,2.562457,4.440413,0.246218,0.917466,-0.312461
359,-3.084697,2.559063,4.444697,0.242238,-0.095478,0.965508
360,-3.087610,2.558503,4.440757,-0.954569,-0.232123,-0.186863
361,-2.147717,2.557240,4.492517,-0.110069,0.989083,0.097975
362,-2.090630,2.550903,4.498187,0.185854,-0.712516,0.676593
363,-2.250017,2.561117,4.489090,0.353426,-0.050866,-0.934079
364,-2.252360,2.558567,4.492933,-0.616626,-0.771502,0.156710
365,-1.855447,2.430517,4.509097,-0.170228,-0.800270,-0.574970
366,-1.992737,2.386853,4.504670,-0.690793,0.080207,0.718590
367,-1.975327,2.416240,4.496973,0.266921,-0.050177,-0.962411
368,-1.971257,2.426017,4.500167,-0.663837,0.580397,0.471656
369,-2.656167,1.849200,4.468447,-0.731803,-0.656903,-0.181503
370,-2.654430,1.851870,4.472303,-0.178861,0.752490,0.633852
371,-2.653063,1.852133,4.465840,0.079799,0.802393,-0.591437
372,-2.651560,1.849467,4.469430,0.736122,-0.664524,0.128578
373,-2.849827,1.943513,4.454313,0.014853,-0.370514,0.928708
374,-2.624620,2.346107,4.468917,-0.784660,0.616678,-0.063379
375,-2.643160,2.456617,4.472250,0.081361,0.473203,0.877188
376,-3.054543,2.045127,4.444373,0.592778,-0.804600,-0.035118
377,-2.653490,2.244800,4.460043,0.801067,0.593866,0.074935
378,-3.060523,2.440937,4.441760,-0.269277,-0.010691,0.963003
379,-2.760643,2.617870,4.471593,-0.996953,0.068350,0.037578
380,-3.014240,2.619730,4.457710,0.975820,0.171458,0.135561
381,-2.827770,1.443987,4.462940,0.937892,0.112087,-0.328321
382,-2.761553,2.346900,4.449370,0.621935,0.775605,0.107858
383,-3.126713,2.529910,4.439430,0.808984,-0.145739,-0.569478
384,-2.741970,2.143893,4.460057,0.666638,0.210948,0.714909
385,-0.942699,-0.068212,1.939310,-0.218058,0.083793,0.972332
386,-0.942025,-0.065194,1.935550,-0.427915,0.577174,-0.695528
387,-0.942280,-0.071814,1.936063,-0.474759,-0.642878,-0.601092
388,-0.938746,-0.068575,1.936577,0.987382,-0.025872,0.156228
389,-2.550067,2.047513,4.470480,0.036667,-0.769737,-0.637307
390,-2.652053,2.046870,4.462497,-0.761357,0.587827,-0.273487
391,-2.650097,2.041700,4.461887,-0.209491,-0.870426,-0.445502
392,-2.649463,2.044443,4.466020,0.177463,-0.048809,0.982916
393,-2.646567,2.046077,4.461467,0.851989,0.366556,-0.373834
394,-3.147070,1.348547,4.444153,-0.089765,-0.841906,-0.532106
395,-3.150063,1.448557,4.442720,0.440011,-0.887121,0.139310
396,-3.148360,0.956437,4.458663,0.184900,0.938699,0.290958
397,-3.149953,0.953285,4.454857,-0.329187,-0.081401,-0.940750
398,-3.151957,0.951990,4.460307,-0.839795,-0.189768,0.508657
399,-3.147240,0.951561,4.458693,0.795253,-0.586665,0.152958
